order;subj_no;userID;gender;age;chrono_cat;chrono_score;gold_msi;instrument;education;training;profession;employment;date;first_prompt;timediff;time;day;dayN;day_time;tries;bpm;smt_ms;smt_cv;exp_duration;emotion_type;emotion_cat;emotion_catN;emotion_intensity;stress_level;paq_total;location;activity;company;music_listening;pot_test;pot_general;pot_week;pot_month;pot_year;pot_10years;time_pressure;time_expansion;meta_speed;meta_slowness;sss_score;ipaq_score;ipaq_cat
885;32;tis25a;male;21;morning;61;42;none;6;9;9;4;24.07.2020 08:57;24.07.2020 08:11;0.77;morning;Friday;4;5_1;1;22.2131;2701.1111;0.084330186;70531;calm - contentment;positive;0;4;1;7;home;relaxation;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
886;32;tis25a;male;21;morning;61;42;none;6;9;9;4;24.07.2020 12:31;24.07.2020 08:11;4.33;afternoon;Friday;4;5_2;1;91.3017;657.1622;0.068065589;65448;calm - contentment;positive;0;1;1;7;work/university/school;work/study;several friends or acquaintances;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
887;32;tis25a;male;21;morning;61;42;none;6;9;9;4;24.07.2020 16:20;24.07.2020 08:11;8.15;evening;Friday;4;5_3;1;38.3846;1563.125;0.108644455;69923;calm - contentment;positive;0;1;1;7;home;relaxation;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
888;32;tis25a;male;21;morning;61;42;none;6;9;9;4;24.07.2020 20:41;24.07.2020 08:11;12.5;night;Friday;4;5_4;1;104.3943;574.7442;0.207202812;67378;calm - contentment;positive;0;1;1;7;home;social interaction;several friends or acquaintances;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
889;32;tis25a;male;21;morning;61;42;none;6;9;9;4;25.07.2020 09:01;25.07.2020 08:47;0.23;morning;Saturday;5;6_1;1;121.369;494.36;0.165792936;62814;calm - contentment;positive;0;1;1;7;transport;travel;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
890;32;tis25a;male;21;morning;61;42;none;6;9;9;4;25.07.2020 13:47;25.07.2020 08:47;5;afternoon;Saturday;5;6_2;1;39.1358;1533.125;0.097574822;63735;calm - contentment;positive;0;1;1;7;home;work/study;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
891;32;tis25a;male;21;morning;61;42;none;6;9;9;4;25.07.2020 16:48;25.07.2020 08:47;8.02;evening;Saturday;5;6_3;1;48.84;1228.5;0.097351741;68748;calm - contentment;positive;0;5;1;7;outdoors;relaxation;my family;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
892;32;tis25a;male;21;morning;61;42;none;6;9;9;4;25.07.2020 20:25;25.07.2020 08:47;11.63;night;Saturday;5;6_4;1;48.4125;1239.35;0.115278143;89834;happiness - elation ;positive;0;2;1;7;restaurant;having a meal;my family;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
893;32;tis25a;male;21;morning;61;42;none;6;9;9;4;26.07.2020 08:59;26.07.2020 08:37;0.37;morning;Sunday;6;7_1;1;66.2956;905.037;0.052272628;71564;calm - contentment;positive;0;2;1;7;home;work/study;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
894;32;tis25a;male;21;morning;61;42;none;6;9;9;4;26.07.2020 12:43;26.07.2020 08:37;4.1;afternoon;Sunday;6;7_2;1;55.6295;1078.5652;0.06879508;303804;calm - contentment;positive;0;1;2;11;home;work/study;nobody, I am alone;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
895;32;tis25a;male;21;morning;61;42;none;6;9;9;4;26.07.2020 16:53;26.07.2020 08:37;8.27;evening;Sunday;6;7_3;1;32.935;1821.7692;0.140479213;90781;calm - contentment;positive;0;1;1;7;transport;travel;my family;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
896;32;tis25a;male;21;morning;61;42;none;6;9;9;4;26.07.2020 21:02;26.07.2020 08:37;12.42;night;Sunday;6;7_4;1;272.0597;220.5398;0.125618499;70853;happiness - elation ;positive;0;4;1;7;transport;travel;my family;no;7;1;2;2;1;1;1.2;1.2;2.67;1.67;0.32;6930;high
897;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;20.07.2020 08:28;20.07.2020 08:22;0.1;morning;Monday;0;1_1;1;55.8117;1075.0435;0.069733325;111305;calm - contentment;positive;0;5;3;13;home;house work;my family;no;4;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
898;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;20.07.2020 12:05;20.07.2020 08:22;3.72;afternoon;Monday;0;1_2;1;64.6371;928.2593;0.078172611;97246;interest - expectancy ;positive;0;6;2;12;home;work/study;my family;no;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
899;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;20.07.2020 16:45;20.07.2020 08:22;8.38;evening;Monday;0;1_3;1;52.9525;1133.0909;0.101036016;92540;calm - contentment;positive;0;4;3;12;home;work/study;nobody, I am alone;no;6;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
900;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;20.07.2020 21:22;20.07.2020 08:22;13;night;Monday;0;1_4;1;61.8302;970.4;0.083587951;109739;pleasure - enjoyment;positive;0;5;1;10;home;watching TV/movie;my family;yes;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
901;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;21.07.2020 08:18;21.07.2020 08:04;0.23;morning;Tuesday;1;2_1;1;56.5759;1060.5217;0.082987282;121821;interest - expectancy ;positive;0;5;3;14;home;having a meal;my family;yes;3;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
902;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;21.07.2020 12:32;21.07.2020 08:04;4.47;afternoon;Tuesday;1;2_2;1;67.8048;884.8929;0.069879429;84306;interest - expectancy ;positive;0;5;5;19;home;work/study;my family;no;4;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
903;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;21.07.2020 16:50;21.07.2020 08:04;8.77;evening;Tuesday;1;2_3;1;60.0528;999.12;0.077177355;68824;interest - expectancy ;positive;0;6;5;18;home;work/study;nobody, I am alone;no;6;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
904;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;21.07.2020 20:45;21.07.2020 08:04;12.68;night;Tuesday;1;2_4;1;65.7121;913.0741;0.085990644;134795;pleasure - enjoyment;positive;0;5;3;32;gym;physical activity;several friends or acquaintances;yes;3;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
905;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;22.07.2020 08:35;22.07.2020 08:31;0.07;morning;Wednesday;2;3_1;1;79.4989;754.7273;0.073562643;113424;calm - contentment;positive;0;5;5;18;home;relaxation;my family;yes;3;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
906;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;22.07.2020 12:56;22.07.2020 08:31;4.42;afternoon;Wednesday;2;3_2;1;62.7943;955.5;0.074274465;67012;interest - expectancy ;positive;0;5;5;18;home;work/study;my family;no;7;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
907;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;22.07.2020 16:34;22.07.2020 08:31;8.05;evening;Wednesday;2;3_3;1;114.5266;523.8958;0.107338085;73956;surprise - astonishment ;positive;0;5;6;22;home;work/study;nobody, I am alone;no;3;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
908;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;22.07.2020 22:07;22.07.2020 08:31;13.6;night;Wednesday;2;3_4;1;122.7979;488.6078;0.111451307;94734;interest - expectancy ;positive;0;5;1;18;home;watching TV/movie;my family;yes;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
909;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;23.07.2020 09:39;23.07.2020 08:47;0.87;morning;Thursday;3;4_1;1;129.3516;463.8519;0.080140827;67958;interest - expectancy ;positive;0;5;6;22;home;work/study;nobody, I am alone;no;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
910;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;23.07.2020 12:26;23.07.2020 08:47;3.65;afternoon;Thursday;3;4_2;1;93.1982;643.7895;0.085943054;63695;calm - contentment;positive;0;5;5;19;home;work/study;nobody, I am alone;no;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
911;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;23.07.2020 16:47;23.07.2020 08:47;8;evening;Thursday;3;4_3;1;86.8866;690.5556;0.102590853;62532;pleasure - enjoyment;positive;0;5;5;20;home;work/study;nobody, I am alone;no;7;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
912;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;23.07.2020 20:38;23.07.2020 08:47;11.85;night;Thursday;3;4_4;1;82.6312;726.1176;0.106499975;74011;pleasure - enjoyment;positive;0;6;2;34;outdoors;physical activity;an acquaintance or colleague;no;3;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
913;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;24.07.2020 09:09;24.07.2020 08:11;0.97;morning;Friday;4;5_1;1;95.1761;630.4103;0.097825538;68135;calm - contentment;positive;0;5;2;15;home;relaxation;my family;no;3;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
914;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;24.07.2020 12:32;24.07.2020 08:11;4.35;afternoon;Friday;4;5_2;1;79.8967;750.9697;0.102966045;72609;calm - contentment;positive;0;6;1;14;home;relaxation;my family;no;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
915;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;24.07.2020 16:19;24.07.2020 08:11;8.13;evening;Friday;4;5_3;2;103.7812;578.1395;0.166725038;128523;calm - contentment;positive;0;5;1;16;outdoors;relaxation;my family;no;3;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
916;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;24.07.2020 20:41;24.07.2020 08:11;12.5;night;Friday;4;5_4;1;74.7618;802.5484;0.070879288;79650;pleasure - enjoyment;positive;0;6;2;18;home;watching TV/movie;my family;yes;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
917;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;25.07.2020 09:24;25.07.2020 08:47;0.62;morning;Saturday;5;6_1;1;88.1453;680.6944;0.052396119;94330;pleasure - enjoyment;positive;0;6;2;15;home;social interaction;my family;yes;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
918;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;25.07.2020 13:07;25.07.2020 08:47;4.33;afternoon;Saturday;5;6_2;1;84.5036;710.0286;0.076848319;64196;love - tenderness;positive;0;6;2;22;home;social interaction;my family;no;6;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
919;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;25.07.2020 16:33;25.07.2020 08:47;7.77;evening;Saturday;5;6_3;1;89.1065;673.3514;0.083528848;82460;pleasure - enjoyment;positive;0;5;1;17;outdoors;relaxation;my family;no;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
920;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;25.07.2020 20:43;25.07.2020 08:47;11.93;night;Saturday;5;6_4;1;89.7441;668.5676;0.078943035;79368;nostalgia - longing;negative;1;5;1;15;home;watching TV/movie;my family;yes;2;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
921;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;26.07.2020 08:37;26.07.2020 08:37;0;morning;Sunday;6;7_1;1;89.9915;666.7297;0.087724391;441406;calm - contentment;positive;0;6;1;11;home;social interaction;my family;yes;4;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
922;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;26.07.2020 13:23;26.07.2020 08:37;4.77;afternoon;Sunday;6;7_2;1;126.7235;473.4717;0.19011344;677531;calm - contentment;positive;0;6;1;11;home;relaxation;my family;yes;3;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
923;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;26.07.2020 16:59;26.07.2020 08:37;8.37;evening;Sunday;6;7_3;1;100.9009;594.6429;0.102025644;59355;calm - contentment;positive;0;6;1;11;outdoors;social interaction;my family;no;6;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
924;33;ulz10h;male;33;neither;50;75;piano;6;8;7;1;26.07.2020 20:40;26.07.2020 08:37;12.05;night;Sunday;6;7_4;1;78.246;766.8125;0.092248028;71509;calm - contentment;positive;0;5;1;15;home;watching TV/movie;my family;yes;5;1;1;1;2;0;2.2;0.8;2;2.33;0.36;2118;low
925;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;20.07.2020 08:35;20.07.2020 08:22;0.22;morning;Monday;0;1_1;1;219.5686;273.2632;0.071723001;106365;boredom - indifference;negative;1;7;1;11;work/university/school;work/study;nobody, I am alone;no;5;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
926;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;20.07.2020 12:26;20.07.2020 08:22;4.07;afternoon;Monday;0;1_2;1;302.517;198.3359;0.059558133;80174;interest - expectancy ;positive;0;3;4;15;work/university/school;work/study;an acquaintance or colleague;no;3;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
927;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;20.07.2020 16:45;20.07.2020 08:22;8.38;evening;Monday;0;1_3;1;94.4386;635.3333;0.138620146;123118;boredom - indifference;negative;1;4;2;11;transport;listening to music;one or more strangers;yes;5;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
928;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;20.07.2020 20:19;20.07.2020 08:22;11.95;night;Monday;0;1_4;1;64.6707;927.7778;0.060821819;90888;Nichts;NA;NA;4;2;9;home;watching TV/movie;nobody, I am alone;no;5;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
929;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;21.07.2020 08:04;21.07.2020 08:04;0;morning;Tuesday;1;2_1;1;100.6515;596.1163;0.067668386;65707;boredom - indifference;negative;1;5;1;10;work/university/school;work/study;nobody, I am alone;no;6;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
930;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;21.07.2020 12:32;21.07.2020 08:04;4.47;afternoon;Tuesday;1;2_2;1;300.9954;199.3386;0.065590523;124113;boredom - indifference;negative;1;7;1;8;work/university/school;having a meal;an acquaintance or colleague;no;6;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
931;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;21.07.2020 17:17;21.07.2020 08:04;9.22;evening;Tuesday;1;2_3;1;189.6708;316.3375;0.068410433;90957;interest - expectancy ;positive;0;7;5;16;transport;listening to music;one or more strangers;yes;7;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
932;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;21.07.2020 20:43;21.07.2020 08:04;12.65;night;Tuesday;1;2_4;1;97.7079;614.075;0.061141659;91185;calm - contentment;positive;0;5;2;7;home;watching TV/movie;nobody, I am alone;yes;3;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
933;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;22.07.2020 08:36;22.07.2020 08:31;0.08;morning;Wednesday;2;3_1;1;118.208;507.58;0.075917466;78815;boredom - indifference;negative;1;5;3;12;work/university/school;work/study;nobody, I am alone;no;2;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
934;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;22.07.2020 12:54;22.07.2020 08:31;4.38;afternoon;Wednesday;2;3_2;1;331.9757;180.7361;0.098275453;120263;interest - expectancy ;positive;0;5;3;14;work/university/school;having a meal;an acquaintance or colleague;no;2;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
935;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;22.07.2020 16:13;22.07.2020 08:31;7.7;evening;Wednesday;2;3_3;1;110.1549;544.6875;0.059829611;89785;interest - expectancy ;positive;0;6;6;21;transport;other;one or more strangers;no;5;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
936;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;22.07.2020 20:44;22.07.2020 08:31;12.22;night;Wednesday;2;3_4;1;105.5449;568.4783;0.057663399;68174;boredom - indifference;negative;1;3;1;7;home;computer games;nobody, I am alone;no;4;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
937;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;23.07.2020 10:10;23.07.2020 08:47;1.38;morning;Thursday;3;4_1;1;72.6099;826.3333;0.074302797;59662;boredom - indifference;negative;1;3;1;7;work/university/school;work/study;nobody, I am alone;no;5;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
938;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;23.07.2020 12:35;23.07.2020 08:47;3.8;afternoon;Thursday;3;4_2;1;76.0114;789.3548;0.084902039;109965;boredom - indifference;negative;1;3;1;7;work/university/school;having a meal;an acquaintance or colleague;no;3;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
939;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;23.07.2020 16:37;23.07.2020 08:47;7.83;evening;Thursday;3;4_3;1;131.6472;455.7636;0.091627186;67902;interest - expectancy ;positive;0;4;3;8;home;relaxation;nobody, I am alone;no;3;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
940;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;NA;23.07.2020 08:47;NA;night;Thursday;3;4_4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
941;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;24.07.2020 08:14;24.07.2020 08:11;0.05;morning;Friday;4;5_1;1;285.8147;209.9262;0.149274637;130952;Antriebslosigkeit;negative;1;7;1;7;work/university/school;work/study;nobody, I am alone;no;1;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
942;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;24.07.2020 12:31;24.07.2020 08:11;4.33;afternoon;Friday;4;5_2;1;89.5197;670.2432;0.122128755;71561;boredom - indifference;negative;1;3;1;9;transport;other;several friends or acquaintances;no;4;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
943;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;24.07.2020 16:15;24.07.2020 08:11;8.07;evening;Friday;4;5_3;1;255.5069;234.8273;0.150880339;67339;calm - contentment;positive;0;4;2;7;home;watching TV/movie;nobody, I am alone;no;4;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
944;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;24.07.2020 20:44;24.07.2020 08:11;12.55;night;Friday;4;5_4;1;266.8451;224.8496;0.207414382;144801;pleasure - enjoyment;positive;0;3;2;9;home;social interaction;partner or friend;no;3;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
945;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;25.07.2020 08:48;25.07.2020 08:47;0.02;morning;Saturday;5;6_1;1;275.7266;217.6068;0.185925618;114827;sadness - melancholy;negative;1;3;1;10;home;watching TV/movie;nobody, I am alone;yes;3;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
946;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;25.07.2020 12:51;25.07.2020 08:47;4.07;afternoon;Saturday;5;6_2;1;79.2349;757.2424;0.077236824;76531;Abgeschlagenheit;negative;1;5;1;9;home;watching TV/movie;nobody, I am alone;no;1;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
947;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;25.07.2020 16:10;25.07.2020 08:47;7.38;evening;Saturday;5;6_3;1;149.1065;402.3968;0.107977636;62092;Abgeschlagenheit;negative;1;5;1;7;home;watching TV/movie;nobody, I am alone;no;4;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
948;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;25.07.2020 20:37;25.07.2020 08:47;11.83;night;Saturday;5;6_4;1;86.7191;691.8889;0.156763527;120132;Abgeschlagenheit;negative;1;4;1;9;home;watching TV/movie;nobody, I am alone;no;3;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
949;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;NA;26.07.2020 08:37;NA;morning;Sunday;6;7_1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
950;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;26.07.2020 12:37;26.07.2020 08:37;4;afternoon;Sunday;6;7_2;1;114.6953;523.125;0.087254865;62309;calm - contentment;positive;0;2;1;7;home;house work;nobody, I am alone;no;5;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
951;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;26.07.2020 17:04;26.07.2020 08:37;8.45;evening;Sunday;6;7_3;1;214.1053;280.236;0.115341437;133168;pleasure - enjoyment;positive;0;5;3;9;home;computer games;partner or friend;yes;3;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
952;34;Use08h;female;20;evening;39;92;vocals;4;1;11;1;26.07.2020 20:39;26.07.2020 08:37;12.03;night;Sunday;6;7_4;1;205.5114;291.9545;0.104804564;107879;calm - contentment;positive;0;3;1;7;home;watching TV/movie;nobody, I am alone;yes;5;1;1;1;1;0;3;0.8;3;1;0.55;1215;low
953;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;20.07.2020 08:58;20.07.2020 08:22;0.6;morning;Monday;0;1_1;1;93.4841;641.8205;0.240438194;482549;calm - contentment;positive;0;5;2;20;home;social interaction;partner or friend;no;7;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
954;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;20.07.2020 13:09;20.07.2020 08:22;4.78;afternoon;Monday;0;1_2;3;113.0532;530.7234;0.185104984;2375290;anger - irritation;negative;1;7;6;31;home;having a meal;nobody, I am alone;no;1;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
955;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;20.07.2020 16:43;20.07.2020 08:22;8.35;evening;Monday;0;1_3;2;112.3321;534.1304;0.156116125;221898;calm - contentment;positive;0;5;2;15;home;work/study;my family;yes;2;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
956;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;20.07.2020 20:26;20.07.2020 08:22;12.07;night;Monday;0;1_4;2;82.1421;730.4412;0.129518207;152318;nostalgia - longing;negative;1;7;1;8;home;listening to music;partner or friend;yes;7;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
957;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;21.07.2020 08:05;21.07.2020 08:04;0.02;morning;Tuesday;1;2_1;1;99.6193;602.2927;0.148229686;146375;calm - contentment;positive;0;6;1;9;home;work/study;partner or friend;yes;5;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
958;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;21.07.2020 12:42;21.07.2020 08:04;4.63;afternoon;Tuesday;1;2_2;1;108.4555;553.2222;0.277598851;89250;anger - irritation;negative;1;6;7;42;home;physical activity;nobody, I am alone;no;1;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
959;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;21.07.2020 17:49;21.07.2020 08:04;9.75;evening;Tuesday;1;2_3;1;112.8497;531.6809;0.22488418;123287;calm - contentment;positive;0;6;7;35;home;work/study;nobody, I am alone;no;1;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
960;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;21.07.2020 20:43;21.07.2020 08:04;12.65;night;Tuesday;1;2_4;1;106.7529;562.0455;0.078249592;170307;calm - contentment;positive;0;7;2;13;home;listening to music;partner or friend;yes;4;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
961;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;22.07.2020 08:31;22.07.2020 08:31;0;morning;Wednesday;2;3_1;1;85.9388;698.1714;0.21439071;90087;calm - contentment;positive;0;7;1;7;home;relaxation;nobody, I am alone;no;1;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
962;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;22.07.2020 14:01;22.07.2020 08:31;5.5;afternoon;Wednesday;2;3_2;1;106.5935;562.8864;0.088084438;155226;interest - expectancy ;positive;0;5;5;26;home;social interaction;partner or friend;no;3;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
963;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;22.07.2020 16:21;22.07.2020 08:31;7.83;evening;Wednesday;2;3_3;1;113.8336;527.0851;0.195491682;86213;interest - expectancy ;positive;0;5;3;14;home;work/study;nobody, I am alone;no;6;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
964;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;22.07.2020 20:47;22.07.2020 08:31;12.27;night;Wednesday;2;3_4;1;116.9828;512.8958;0.153755267;92346;interest - expectancy ;positive;0;6;1;9;home;work/study;partner or friend;no;3;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
965;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;23.07.2020 08:54;23.07.2020 08:47;0.12;morning;Thursday;3;4_1;1;105.7269;567.5;0.25042282;122626;pleasure - enjoyment;positive;0;7;2;17;outdoors;physical activity;my family;yes;4;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
966;35;wik27h;female;26;neither;52;102;vocals;6;7;7;5;23.07.2020 12:37;23.07.2020 08:47;3.83;afternoon;Thursday;3;4_2;4;116.3072;515.875;0.191690071;718534;interest - expectancy ;positive;0;6;1;11;home;work/study;nobody, I am alone;yes;7;2;2;2;2;1;3.4;0.4;3;1;0.59;1973;moderate
