order;subj_no;userID;gender;age;chrono_cat;chrono_score;gold_msi;instrument;education;training;profession;employment;date;first_prompt;timediff;time;day;dayN;day_time;tries;bpm;smt_ms;smt_cv;exp_duration;emotion_type;emotion_cat;emotion_catN;emotion_intensity;stress_level;paq_total;location;activity;company;music_listening;pot_test;pot_general;pot_week;pot_month;pot_year;pot_10years;time_pressure;time_expansion;meta_speed;meta_slowness;sss_score;ipaq_score;ipaq_cat
179;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;22.07.2020 16:15;22.07.2020 08:31;7.73;evening;Wednesday;2;3_3;1;217.3048;276.1099;0.055330343;109196;Unruhe, Zeitdruck;negative;1;5;3;18;home;house work;nobody, I am alone;no;4;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
180;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;22.07.2020 20:45;22.07.2020 08:31;12.23;night;Wednesday;2;3_4;1;228.207;262.9192;0.070112725;84002;calm - contentment;positive;0;7;1;7;home;social interaction;partner or friend;no;2;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
181;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;23.07.2020 08:48;23.07.2020 08:47;0.02;morning;Thursday;3;4_1;1;182.0795;329.5263;0.098626385;117679;love - tenderness;positive;0;6;1;9;home;relaxation;partner or friend;no;4;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
182;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;23.07.2020 12:22;23.07.2020 08:47;3.58;afternoon;Thursday;3;4_2;1;305.0808;196.6692;0.063914639;108184;pleasure - enjoyment;positive;0;5;2;8;home;having a meal;partner or friend;no;4;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
183;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;23.07.2020 16:37;23.07.2020 08:47;7.83;evening;Thursday;3;4_3;1;187.7451;319.5823;0.084601256;93716;boredom - indifference;negative;1;5;2;10;outdoors;work/study;nobody, I am alone;no;3;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
184;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;23.07.2020 20:18;23.07.2020 08:47;11.52;night;Thursday;3;4_4;1;223.8717;268.0106;0.066531164;103726;shame - guilt ;negative;1;5;2;13;outdoors;work/study;nobody, I am alone;no;3;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
185;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;24.07.2020 08:14;24.07.2020 08:11;0.05;morning;Friday;4;5_1;1;210.9293;284.4556;0.059763661;103252;calm - contentment;positive;0;6;1;9;home;relaxation;partner or friend;no;4;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
186;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;24.07.2020 12:31;24.07.2020 08:11;4.33;afternoon;Friday;4;5_2;1;193.8648;309.494;0.084465571;72270;calm - contentment;positive;0;6;1;7;home;having a meal;partner or friend;no;5;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
187;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;24.07.2020 16:09;24.07.2020 08:11;7.97;evening;Friday;4;5_3;1;172.7156;347.3919;0.081162452;78915;boredom - indifference;negative;1;5;1;7;outdoors;work/study;nobody, I am alone;no;5;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
188;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;24.07.2020 20:51;24.07.2020 08:11;12.67;night;Friday;4;5_4;1;195.7086;306.5783;0.07156863;84498;boredom - indifference;negative;1;5;2;10;outdoors;work/study;nobody, I am alone;no;4;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
189;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;25.07.2020 08:48;25.07.2020 08:47;0.02;morning;Saturday;5;6_1;1;155.645;385.4925;0.084887096;102481;love - tenderness;positive;0;6;1;12;home;relaxation;partner or friend;no;6;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
190;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;25.07.2020 13:07;25.07.2020 08:47;4.33;afternoon;Saturday;5;6_2;1;174.351;344.1333;0.075879737;80345;calm - contentment;positive;0;6;1;8;home;relaxation;partner or friend;no;5;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
191;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;25.07.2020 17:08;25.07.2020 08:47;8.35;evening;Saturday;5;6_3;1;262.9211;228.2054;0.076864275;106642;surprise - astonishment ;positive;0;5;1;9;shop;shopping;partner or friend;no;3;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
192;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;25.07.2020 20:33;25.07.2020 08:47;11.77;night;Saturday;5;6_4;1;208.7534;287.4205;0.074598393;133169;calm - contentment;positive;0;6;1;9;home;having a meal;partner or friend;yes;6;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
193;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;26.07.2020 08:40;26.07.2020 08:37;0.05;morning;Sunday;6;7_1;1;204.9849;292.7045;0.076535859;102029;calm - contentment;positive;0;6;1;7;home;relaxation;partner or friend;no;3;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
194;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;26.07.2020 12:38;26.07.2020 08:37;4.02;afternoon;Sunday;6;7_2;1;208.4748;287.8046;0.061508462;90282;calm - contentment;positive;0;6;1;7;home;having a meal;partner or friend;no;6;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
195;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;26.07.2020 17:06;26.07.2020 08:37;8.48;evening;Sunday;6;7_3;1;219.3067;273.5895;0.0687981;98470;happiness - elation ;positive;0;5;2;18;home;house work;partner or friend;no;2;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
196;7;asz28ha;male;40;morning;65;81;vocals;4;3;2;1;26.07.2020 20:44;26.07.2020 08:37;12.12;night;Sunday;6;7_4;1;312.7761;191.8305;0.164456282;1604299;surprise - astonishment ;positive;0;5;3;13;transport;travel;partner or friend;yes;4;-1;0;1;1;2;1.8;2.2;2;1;0.57;1386;moderate
197;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;20.07.2020 09:21;20.07.2020 08:22;0.98;morning;Monday;0;1_1;1;47.3343;1267.5789;0.034105732;114463;Schlaf;negative;1;7;2;14;home;sleeping;partner or friend;no;6;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
198;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;20.07.2020 12:43;20.07.2020 08:22;4.35;afternoon;Monday;0;1_2;2;73.5715;815.5333;0.031531219;135182;anger - irritation;negative;1;5;4;18;home;computer games;partner or friend;no;3;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
199;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;20.07.2020 16:56;20.07.2020 08:22;8.57;evening;Monday;0;1_3;1;68.577;874.9286;0.030676075;82236;interest - expectancy ;positive;0;3;3;18;home;computer games;nobody, I am alone;no;2;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
200;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;20.07.2020 20:18;20.07.2020 08:22;11.93;night;Monday;0;1_4;6;59.2593;1012.5;0.199761073;281444;boredom - indifference;negative;1;4;2;12;home;having a meal;several friends or acquaintances;no;1;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
201;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;21.07.2020 08:44;21.07.2020 08:04;0.67;morning;Tuesday;1;2_1;1;57.9874;1034.7083;0.048954498;98795;interest - expectancy ;positive;0;3;2;14;home;relaxation;nobody, I am alone;no;6;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
202;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;21.07.2020 12:46;21.07.2020 08:04;4.7;afternoon;Tuesday;1;2_2;1;69.7032;860.7931;0.051325875;78318;boredom - indifference;negative;1;4;2;8;home;work/study;nobody, I am alone;no;7;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
203;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;21.07.2020 16:37;21.07.2020 08:04;8.55;evening;Tuesday;1;2_3;1;61.9912;967.88;0.044046518;84493;calm - contentment;positive;0;3;2;24;home;relaxation;nobody, I am alone;no;5;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
204;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;21.07.2020 21:09;21.07.2020 08:04;13.08;night;Tuesday;1;2_4;1;80.1003;749.0606;0.211057294;84816;pleasure - enjoyment;positive;0;5;1;19;outdoors;physical activity;my family;no;6;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
205;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;22.07.2020 08:38;22.07.2020 08:31;0.12;morning;Wednesday;2;3_1;1;58.8259;1019.9583;0.038886508;136781;boredom - indifference;negative;1;3;3;14;another person's home;having a meal;nobody, I am alone;yes;5;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
206;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;22.07.2020 13:49;22.07.2020 08:31;5.3;afternoon;Wednesday;2;3_2;1;59.09;1015.4;0.19445972;90555;surprise - astonishment ;positive;0;4;4;11;other;physical activity;my family;no;5;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
207;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;22.07.2020 17:59;22.07.2020 08:31;9.47;evening;Wednesday;2;3_3;1;61.6869;972.6538;0.049600918;128468;disgust - contempt ;negative;1;2;3;10;transport;travel;my family;no;4;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
208;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;22.07.2020 21:14;22.07.2020 08:31;12.72;night;Wednesday;2;3_4;1;60.1757;997.08;0.098143585;124349;disgust - contempt ;negative;1;5;3;11;home;other;nobody, I am alone;yes;4;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
209;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;23.07.2020 10:21;23.07.2020 08:47;1.57;morning;Thursday;3;4_1;1;86.293;695.3056;0.052964896;86567;boredom - indifference;negative;1;4;2;18;home;relaxation;nobody, I am alone;no;7;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
210;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;23.07.2020 12:21;23.07.2020 08:47;3.57;afternoon;Thursday;3;4_2;1;97.0481;618.25;0.050747999;94763;sadness - melancholy;negative;1;5;3;15;home;relaxation;nobody, I am alone;yes;4;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
211;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;23.07.2020 17:03;23.07.2020 08:47;8.27;evening;Thursday;3;4_3;1;64.3163;932.8889;0.073353574;69314;happiness - elation ;positive;0;1;2;19;home;relaxation;nobody, I am alone;no;4;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
212;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;23.07.2020 20:25;23.07.2020 08:47;11.63;night;Thursday;3;4_4;1;68.4429;876.6429;0.137197225;82610;boredom - indifference;negative;1;4;1;15;home;having a meal;nobody, I am alone;no;7;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
213;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;24.07.2020 08:15;24.07.2020 08:11;0.07;morning;Friday;4;5_1;1;80.2269;747.8788;0.099218142;76721;anger - irritation;negative;1;1;3;20;home;relaxation;nobody, I am alone;no;7;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
214;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;24.07.2020 12:39;24.07.2020 08:11;4.47;afternoon;Friday;4;5_2;1;78.9993;759.5;0.054063108;65879;sadness - melancholy;negative;1;2;2;23;home;work/study;nobody, I am alone;no;5;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
215;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;24.07.2020 16:12;24.07.2020 08:11;8.02;evening;Friday;4;5_3;1;79.162;757.9394;0.070686794;62907;calm - contentment;positive;0;5;3;18;home;work/study;nobody, I am alone;no;5;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
216;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;24.07.2020 21:55;24.07.2020 08:11;13.73;night;Friday;4;5_4;1;107.7113;557.0444;0.053912758;64848;anger - irritation;negative;1;7;7;39;work/university/school;work/study;one or more strangers;no;3;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
217;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;25.07.2020 08:58;25.07.2020 08:47;0.18;morning;Saturday;5;6_1;1;55.2442;1086.087;0.103510619;89465;interest - expectancy ;positive;0;3;4;15;home;relaxation;nobody, I am alone;no;4;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
218;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;25.07.2020 12:57;25.07.2020 08:47;4.17;afternoon;Saturday;5;6_2;1;56.1798;1068;0.068258028;93188;sadness - melancholy;negative;1;4;3;14;home;relaxation;partner or friend;no;5;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
219;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;25.07.2020 16:10;25.07.2020 08:47;7.38;evening;Saturday;5;6_3;1;52.148;1150.5714;0.089025963;77664;calm - contentment;positive;0;4;3;13;home;watching TV/movie;nobody, I am alone;no;7;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
220;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;25.07.2020 20:25;25.07.2020 08:47;11.63;night;Saturday;5;6_4;1;67.9777;882.6429;0.064143734;82049;boredom - indifference;negative;1;5;2;19;home;watching TV/movie;nobody, I am alone;no;5;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
221;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;26.07.2020 09:05;26.07.2020 08:37;0.47;morning;Sunday;6;7_1;1;61.665;973;0.098144832;86571;boredom - indifference;negative;1;2;2;18;home;sleeping;partner or friend;no;7;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
222;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;26.07.2020 12:39;26.07.2020 08:37;4.03;afternoon;Sunday;6;7_2;1;63.4249;946;0.066686482;71348;pleasure - enjoyment;positive;0;5;2;13;home;computer games;partner or friend;no;4;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
223;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;26.07.2020 17:18;26.07.2020 08:37;8.68;evening;Sunday;6;7_3;1;79.2127;757.4545;0.066434938;65052;calm - contentment;positive;0;4;2;16;home;computer games;nobody, I am alone;no;6;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
224;8;den13re;male;31;evening;28;114;guitar;6;7;5;6;26.07.2020 20:38;26.07.2020 08:37;12.02;night;Sunday;6;7_4;1;61.6235;973.6538;0.07675767;63778;sadness - melancholy;negative;1;1;3;11;home;having a meal;nobody, I am alone;no;7;2;2;2;2;1;3.2;0.2;3.67;1;0.61;3672;moderate
225;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;20.07.2020 08:30;20.07.2020 08:22;0.13;morning;Monday;0;1_1;1;134.61;445.7321;0.07928512;174232;calm - contentment;positive;0;3;1;15;home;relaxation;nobody, I am alone;no;7;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
226;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;20.07.2020 12:32;20.07.2020 08:22;4.17;afternoon;Monday;0;1_2;1;148.0597;405.2419;0.071275715;57755;boredom - indifference;negative;1;2;1;NA;NA;NA;NA;NA;NA;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
227;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;20.07.2020 17:15;20.07.2020 08:22;8.88;evening;Monday;0;1_3;1;212.8932;281.8315;0.087176936;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
228;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;20.07.2020 21:17;20.07.2020 08:22;12.92;night;Monday;0;1_4;1;235.9077;254.3367;0.078804121;137439;nostalgia - longing;negative;1;2;5;18;home;work/study;nobody, I am alone;no;3;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
229;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;21.07.2020 08:16;21.07.2020 08:04;0.2;morning;Tuesday;1;2_1;1;146.2245;410.3279;0.073479861;175686;calm - contentment;positive;0;4;1;13;home;relaxation;nobody, I am alone;yes;7;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
230;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;21.07.2020 12:47;21.07.2020 08:04;4.72;afternoon;Tuesday;1;2_2;1;223.8537;268.0323;0.067259544;137432;calm - contentment;positive;0;4;1;9;transport;travel;partner or friend;no;7;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
231;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;21.07.2020 18:24;21.07.2020 08:04;10.33;evening;Tuesday;1;2_3;1;124.6131;481.4902;0.103198327;106397;love - tenderness;positive;0;4;1;11;home;relaxation;partner or friend;no;2;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
232;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;21.07.2020 21:03;21.07.2020 08:04;12.98;night;Tuesday;1;2_4;1;139.3003;430.7241;0.200948364;109732;nostalgia - longing;negative;1;4;2;20;home;social interaction;my family;no;2;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
233;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;22.07.2020 08:32;22.07.2020 08:31;0.02;morning;Wednesday;2;3_1;1;136.2441;440.386;0.067538941;111105;boredom - indifference;negative;1;4;3;10;home;relaxation;nobody, I am alone;no;1;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
234;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;22.07.2020 14:21;22.07.2020 08:31;5.83;afternoon;Wednesday;2;3_2;1;255.4004;234.9252;0.103287236;102374;boredom - indifference;negative;1;1;6;9;home;work/study;my family;no;1;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
235;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;22.07.2020 16:47;22.07.2020 08:31;8.27;evening;Wednesday;2;3_3;1;235.0402;255.2755;0.076679671;130498;boredom - indifference;negative;1;4;3;15;transport;travel;my family;yes;1;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
236;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;NA;22.07.2020 08:31;NA;night;Wednesday;2;3_4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
237;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;23.07.2020 09:31;23.07.2020 08:47;0.73;morning;Thursday;3;4_1;1;127.8803;469.1887;0.063909399;108682;calm - contentment;positive;0;4;2;12;home;relaxation;nobody, I am alone;no;4;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
238;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;23.07.2020 13:56;23.07.2020 08:47;5.15;afternoon;Thursday;3;4_2;1;261.7885;229.1927;0.042267023;90906;interest - expectancy ;positive;0;2;5;14;work/university/school;work/study;nobody, I am alone;no;2;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
239;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;23.07.2020 16:40;23.07.2020 08:47;7.88;evening;Thursday;3;4_3;1;258.7136;231.9167;0.055740866;227331;surprise - astonishment ;positive;0;1;1;7;home;computer games;nobody, I am alone;yes;1;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
240;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;23.07.2020 22:22;23.07.2020 08:47;13.58;night;Thursday;3;4_4;1;236.2393;253.9798;0.142648747;135287;happiness - elation ;positive;0;3;1;9;home;computer games;nobody, I am alone;no;1;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
241;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;24.07.2020 09:01;24.07.2020 08:11;0.83;morning;Friday;4;5_1;1;227.9179;263.2526;0.056777785;268650;calm - contentment;positive;0;4;1;13;home;relaxation;nobody, I am alone;no;7;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
242;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;24.07.2020 13:31;24.07.2020 08:11;5.33;afternoon;Friday;4;5_2;1;217.3301;276.0778;0.07898435;149891;calm - contentment;positive;0;1;1;9;home;computer games;nobody, I am alone;no;2;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
243;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;24.07.2020 16:58;24.07.2020 08:11;8.78;evening;Friday;4;5_3;1;210.9722;284.3977;0.194955146;107398;love - tenderness;positive;0;4;1;7;another person's home;relaxation;partner or friend;no;7;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
244;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;24.07.2020 21:32;24.07.2020 08:11;13.35;night;Friday;4;5_4;1;242.0901;247.8416;0.06886714;81879;happiness - elation ;positive;0;3;1;8;another person's home;having a meal;partner or friend;no;1;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
245;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;25.07.2020 08:47;25.07.2020 08:47;0;morning;Saturday;5;6_1;1;168.1009;356.9286;0.076249739;98445;calm - contentment;positive;0;4;1;12;another person's home;relaxation;partner or friend;no;5;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
246;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;25.07.2020 12:50;25.07.2020 08:47;4.05;afternoon;Saturday;5;6_2;1;190.6371;314.7342;0.11372985;106369;interest - expectancy ;positive;0;3;3;7;transport;travel;a large crowd;no;2;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
247;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;25.07.2020 16:33;25.07.2020 08:47;7.77;evening;Saturday;5;6_3;1;172.8356;347.1507;0.077799654;152336;anger - irritation;negative;1;2;2;9;home;computer games;nobody, I am alone;yes;7;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
248;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;25.07.2020 20:29;25.07.2020 08:47;11.7;night;Saturday;5;6_4;1;213.7453;280.7079;0.06780117;83806;interest - expectancy ;positive;0;3;1;11;home;watching TV/movie;nobody, I am alone;no;NA;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
249;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;26.07.2020 09:52;26.07.2020 08:37;1.25;morning;Sunday;6;7_1;1;221.972;270.3043;0.068715221;107334;calm - contentment;positive;0;3;2;11;home;relaxation;nobody, I am alone;no;3;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
250;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;26.07.2020 16:43;26.07.2020 08:37;8.1;afternoon;Sunday;6;7_2;1;259.8965;230.8611;0.14599568;108681;shame - guilt ;negative;1;2;1;9;home;house work;nobody, I am alone;yes;3;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
251;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;26.07.2020 17:00;26.07.2020 08:37;8.38;evening;Sunday;6;7_3;1;206.9048;289.9885;0.049940765;168276;calm - contentment;positive;0;3;1;8;home;relaxation;nobody, I am alone;no;4;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
252;9;dis04o;male;22;neither;51;35;vocals;6;7;9;3;26.07.2020 20:46;26.07.2020 08:37;12.15;night;Sunday;6;7_4;2;136.9382;438.1538;0.215667552;207679;calm - contentment;positive;0;3;1;9;home;computer games;nobody, I am alone;yes;1;1;1;1;1;0;1.2;1;2.33;0.67;0.2;1900;moderate
253;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;20.07.2020 12:38;20.07.2020 08:22;4.27;morning;Monday;0;1_1;1;98.9422;606.4146;0.124642752;657820;calm - contentment;positive;0;6;2;15;home;watching TV/movie;nobody, I am alone;yes;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
254;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;20.07.2020 12:50;20.07.2020 08:22;4.47;afternoon;Monday;0;1_2;1;101.3799;591.8333;0.209988972;96516;happiness - elation ;positive;0;6;2;21;outdoors;social interaction;partner or friend;no;6;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
255;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;20.07.2020 17:07;20.07.2020 08:22;8.75;evening;Monday;0;1_3;1;102.2603;586.7381;0.215662195;81288;calm - contentment;positive;0;6;2;16;home;watching TV/movie;nobody, I am alone;no;4;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
256;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;20.07.2020 21:50;20.07.2020 08:22;13.47;night;Monday;0;1_4;1;138.8058;432.2586;0.232827815;72243;calm - contentment;positive;0;6;2;14;home;social interaction;several friends or acquaintances;no;2;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
257;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;21.07.2020 09:24;21.07.2020 08:04;1.33;morning;Tuesday;1;2_1;1;80.3017;747.1818;0.145236731;80773;boredom - indifference;negative;1;4;2;8;home;house work;nobody, I am alone;no;2;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
258;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;21.07.2020 13:29;21.07.2020 08:04;5.42;afternoon;Tuesday;1;2_2;2;99.0099;606;0.242168016;103473;calm - contentment;positive;0;2;2;9;outdoors;listening to music;my family;no;2;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
259;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;21.07.2020 16:48;21.07.2020 08:04;8.73;evening;Tuesday;1;2_3;1;74.6778;803.4516;0.08897811;62592;calm - contentment;positive;0;1;1;7;outdoors;having a meal;an acquaintance or colleague;no;5;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
260;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;21.07.2020 21:26;21.07.2020 08:04;13.37;night;Tuesday;1;2_4;1;104.1372;576.1628;0.170411745;70610;calm - contentment;positive;0;6;2;8;home;social interaction;nobody, I am alone;no;2;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
261;10;Elt05d;female;33;neither;45;75;flute;6;5;11;1;22.07.2020 09:33;22.07.2020 08:31;1.03;morning;Wednesday;2;3_1;1;84.2933;711.8;0.140057057;72593;calm - contentment;positive;0;6;1;8;home;work/study;nobody, I am alone;no;4;1;1;1;1;1;1.8;0.2;2;2.33;0.43;4760;high
